Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC,Year
Brek Shea,MIA,D,28,15,1521,3,2,24,9,18,13,12,3,0,2018
Giovani dos Santos,LA,M,14,10,823,3,2,25,9,9,12,2,2,0,2018
Sebastian Lletget,LA,M,28,21,1885,3,2,30,9,17,28,2,2,0,2018
Kendall Waston,CIN,D,26,26,2218,3,2,33,9,25,8,3,6,1,2018
Raheem Edwards,MIN,M,27,19,1724,3,2,36,13,26,24,5,3,0,2018
Alejandro Fuenmayor,HOU,D,22,21,1763,3,1,8,4,29,7,0,7,1,2018
David Guzman,POR,M,14,11,968,3,1,17,6,17,12,1,4,0,2018
Gustav Svensson,SEA,M,24,23,2074,3,1,21,8,25,11,1,2,0,2018
Jay Chapman,MIA,M,22,10,982,3,1,25,9,11,6,0,2,0,2018
Matteo Mancosu,MTL,F,20,14,1103,3,1,27,5,11,23,13,2,0,2018
Nicolas Mezquida,COL,F-M,21,9,966,3,1,36,12,11,24,0,0,0,2018
Romario Ibarra,MIN,M,9,2,271,3,0,11,5,1,4,0,0,0,2018
Nick Hagglund,CIN,D,20,15,1430,3,0,12,6,9,7,0,1,0,2018
Joe Mason,COL,F,14,9,758,3,0,14,8,12,14,4,1,0,2018
Niki Jackson,COL,F,15,1,429,3,0,14,4,17,18,3,4,1,2018
Jahmir Hyka,SJ,M,19,11,914,3,0,18,6,4,7,2,0,0,2018
Tosaint Ricketts,VAN,F,18,4,601,3,0,20,12,6,5,7,1,0,2018
Laurent Ciman,TOR,D,22,22,1980,3,0,24,10,18,10,1,1,0,2018
Jonathan dos Santos,LA,M,23,22,1909,2,8,11,5,26,32,0,3,0,2018
Mauro Diaz,DAL,M,12,9,807,2,8,20,5,9,29,2,3,0,2018
Marc Rzatkowski,RBNY,M,24,16,1497,2,7,22,7,27,26,0,4,0,2018
Haris Medunjanin,CIN,M,30,29,2530,2,7,44,9,18,7,0,5,1,2018
Graham Zusi,SKC,M,34,34,3060,2,7,57,19,21,35,3,2,0,2018
Harrison Afful,CLB,D,32,32,2864,2,6,56,13,17,21,15,1,0,2018
Emmanuel Boateng,DC,M,27,12,1188,2,5,17,4,13,11,4,2,0,2018
Mark-Anthony Kaye,LAFC,M,20,20,1582,2,5,30,10,26,14,2,3,0,2018
Khiry Shelton,SKC,F,20,15,1370,2,5,36,10,20,18,1,2,0,2018
Steven Beitashour,LFC,D,30,30,2644,2,4,9,3,23,21,0,3,0,2018
Kevin Ellis,CHI,D,22,19,1583,2,4,10,3,17,13,1,4,0,2018
Justin Meram,RSL,M,26,21,1867,2,4,56,15,16,21,17,0,0,2018
Alvas Powell,MIA,D,24,24,2072,2,3,25,9,23,26,1,1,0,2018
Francisco Calvo ,CHI,D,26,26,2339,2,3,26,6,40,9,3,9,1,2018
Michael de Leeuw,CHI,F,9,5,454,2,2,9,2,14,8,3,1,0,2018
Jordon Mutch,VAN,M,18,8,830,2,2,12,5,14,10,2,1,0,2018
Andrew Farrell,NE,D,31,30,2701,2,2,12,3,10,21,1,2,0,2018
Jeremy Ebobisse,POR,F,9,5,449,2,2,12,3,12,4,4,1,0,2018
Marky Delgado,TOR,M,28,21,1984,2,2,13,5,17,24,1,3,0,2018
Nick Lima,SJ,D,34,34,3049,2,2,16,6,20,49,3,2,0,2018
Shkelzen Gashi,COL,M-F,21,9,814,2,2,20,5,17,3,2,3,0,2018
Ronald Matarrita,NYC,D,24,15,1367,2,2,24,12,26,3,4,4,1,2018
Kevin Molino,MIN,M,2,2,140,2,1,4,3,3,3,2,0,0,2018
Erik Hurtado,SKC,F,12,4,484,2,1,8,3,12,8,3,0,0,2018
Jimmy Medranda ,NSH,D,12,8,728,2,1,9,3,11,5,1,1,0,2018
Handwalla Bwana,SEA,M,12,6,491,2,1,10,2,4,6,2,0,0,2018
Ethan Finlay,MIN,M,7,7,570,2,1,10,5,8,8,3,1,0,2018
Kevin Kratz,ATL,M,27,2,500,2,1,10,7,13,3,1,0,0,2018
Andrew Wenger,HOU,D-M,22,20,1710,2,1,14,7,20,12,1,1,0,2018
Kemar Lawrence,NY,D,28,27,2438,2,1,15,6,15,13,2,1,0,2018
Ulises Segura,DC,M,23,14,1292,2,1,19,8,15,23,2,1,0,2018
Jack McBean,COL,F,22,13,1060,2,1,20,9,24,30,8,5,0,2018
Jordan Hamilton,CLB,F,14,10,862,2,1,26,8,9,22,10,1,0,2018
Carlos Gruezo,DAL,M,31,28,2508,2,1,28,6,49,11,1,8,0,2018
Cristian Lobato,SKC,D,7,3,327,2,0,6,4,3,2,0,0,0,2018
Jay Simpson,PHI,F,8,1,159,2,0,6,4,1,3,0,0,0,2018
Michael Boxall,MIN,D,32,32,2880,2,0,7,3,25,8,0,7,0,2018
Jack Elliott,PHI,D,17,16,1430,2,0,7,3,21,9,0,6,1,2018
Diego Chara,POR,M,27,26,2385,2,0,8,3,67,64,0,11,0,2018
Tesho Akindele,ORL,F-M,19,5,577,2,0,9,7,9,5,3,0,0,2018
Carlos Rivas,NY,F,5,3,264,2,0,10,6,5,3,8,0,0,2018
Scott Caldwell,NE,M,24,20,1522,2,0,13,8,42,15,0,7,1,2018
Anthony Jackson-Hamel,MTL,F,16,6,580,2,0,14,8,6,13,10,0,0,2018
Matt Hedges,DAL,D,33,33,2925,2,0,15,7,30,12,0,8,0,2018
Steven Birnbaum,DC,D,34,34,3060,2,0,17,6,33,8,0,4,0,2018
Stefano Pinho,ORL,F,23,5,595,2,0,18,6,8,5,4,0,0,2018
Cristian Colman,DAL,F,15,6,606,2,0,21,11,10,7,8,0,1,2018
Yannick Boli,COL,F,17,9,768,2,0,23,7,20,21,10,3,1,2018
Alexander Ring,NYC,M,30,29,2608,2,0,30,8,66,16,1,10,0,2018
Ashley Cole,LA,D,31,30,2687,1,10,15,5,28,33,2,7,2,2018
Boniek Garcia,HOU,M,29,21,2063,1,7,6,1,43,23,1,7,0,2018
Felipe,DC,M,29,24,2203,1,7,26,8,29,56,1,4,0,2018
Pedro Santos,CLB,M,30,29,2221,1,7,72,20,32,83,4,4,1,2018
Milton Valenzuela,CLB,D,30,29,2557,1,6,17,4,27,26,1,6,0,2018
Brandt Bronico,CHI,M,23,17,1531,1,5,10,3,19,12,0,4,0,2018
Daniel Lovitz,NSH,D,31,29,2650,1,5,11,1,27,21,4,3,1,2018
Josue Colman,ORL,M,24,10,1054,1,5,28,11,4,8,2,0,0,2018
Marco Ureña,LFC,F,18,11,1015,1,5,28,12,11,9,6,0,0,2018
Djordje Mihailovic,CHI,M,9,8,582,1,4,9,2,9,13,0,0,0,2018
Brandon Vincent,CHI,D,32,31,2828,1,4,13,4,51,14,1,3,0,2018
Rasmus Schuller,MIN,M,31,29,2547,1,4,16,7,65,17,1,5,0,2018
Michael Amir Murillo,NY,D,23,21,1935,1,4,19,5,36,24,0,4,1,2018
Jack Price,COL,M,31,31,2750,1,4,21,8,30,12,0,10,0,2018
Luis Alberto Caicedo,NE,M,30,29,2590,1,4,35,9,71,65,4,11,0,2018
Greg Garza,CIN,D,11,10,927,1,3,5,2,13,11,1,2,1,2018
Rolf Feltscher,LA,D,15,15,1295,1,3,7,2,24,10,1,6,0,2018
Justin Morrow,TOR,D,21,20,1790,1,3,8,5,13,18,3,3,0,2018
Dave Romney,NSH,D,28,26,2354,1,3,8,3,13,3,0,3,0,2018
Jonathan Lewis,COL,F,14,0,219,1,3,10,2,4,2,0,0,0,2018
Reggie Cannon,DAL,D,33,33,2921,1,3,10,4,18,42,0,4,0,2018
Ryan Hollingshead,DAL,M,18,7,766,1,3,11,7,6,7,4,0,0,2018
Cristhian Paredes,POR,M,19,18,1418,1,3,21,8,11,14,0,1,0,2018
Krisztian Nemeth,NE,F,24,8,852,1,3,27,10,18,14,6,1,0,2018
Keegan Rosenberry,COL,D,32,31,2773,1,3,31,10,29,14,1,3,0,2018
Russell Teibert,VAN,M,23,17,1604,1,2,5,1,24,7,1,3,0,2018
Eric Alexander,HOU,M,21,20,1662,1,2,7,1,17,10,0,3,1,2018
Jukka Raitala,MTL,D,28,25,2290,1,2,8,2,32,8,0,2,0,2018
Patrick Mullins,TOR,F,20,4,510,1,2,10,4,14,20,7,0,0,2018
Marcus Epps,PHI,M,13,8,609,1,2,10,3,2,7,1,0,0,2018
DaMarcus Beasley,HOU,D,26,26,2208,1,2,11,7,15,39,0,0,1,2018
Victor Ulloa,MIA,M,27,25,2172,1,2,12,3,16,16,0,1,0,2018
Brandon Bye,NE,D,24,16,1470,1,2,12,5,19,5,1,4,0,2018
Leandro Gonzalez Pirez,MIA,D,32,32,2775,1,2,13,5,50,41,0,8,1,2018
Andres Flores,POR,M,26,11,1159,1,2,14,2,12,16,0,1,0,2018
Tim Parker,RBNY,D,29,29,2610,1,2,16,7,25,13,1,5,0,2018
Eduard Atuesta,LAFC,M,25,16,1501,1,2,19,4,30,17,0,5,0,2018
Diego Campos,CHI,D-M,23,13,1197,1,2,19,6,11,28,0,1,0,2018
Jeff Larentowicz,ATL,M,34,33,2771,1,2,24,4,38,14,1,6,0,2018
Quincy Amarikwa,MTL,F,24,8,913,1,2,26,11,25,25,17,1,0,2018
Andy Polo,POR,M,23,18,1633,1,2,33,14,4,10,0,2,0,2018
Kelyn Rowe,NE,M,27,18,1611,1,2,35,8,46,26,2,6,0,2018
Yeferson Quintana,SJ,D,13,10,794,1,1,4,2,14,6,0,3,0,2018
Lucas Melano,POR,F,7,1,143,1,1,5,4,1,3,0,1,0,2018
Jacori Hayes,MIN,M,16,10,998,1,1,8,4,17,28,0,2,0,2018
Russell Canouse,DC,M,20,17,1533,1,1,8,3,26,21,0,4,0,2018
Wil Trapp,MIA,M,30,29,2620,1,1,8,3,31,30,0,3,0,2018
Gianluca Busio,SKC,M-F,7,1,153,1,1,8,1,1,2,0,0,0,2018
Ryan Telfer,TOR,F,15,9,813,1,1,8,3,8,9,3,1,0,2018
Auston Trusty,COL,D,34,34,3060,1,1,10,2,41,13,1,4,0,2018
Mike Grella,CLB,M,12,5,480,1,1,10,3,7,4,0,1,0,2018
Eduardo Sosa,CLB,M,10,3,385,1,1,11,4,9,12,0,1,1,2018
Abu Danladi,NSH,F,16,5,483,1,1,12,6,17,8,5,1,0,2018
Ricardo Clark,CLB,M,13,8,642,1,1,12,3,5,3,0,1,0,2018
Bismark Adjei-Boateng,COL,M,20,14,1236,1,1,12,4,22,13,1,6,1,2018
Oniel Fisher,DC,D,24,20,1832,1,1,14,1,16,25,1,3,0,2018
Magnus Wolff Eikrem,SEA,M,15,6,594,1,1,15,3,10,3,1,2,0,2018
Elliot Collier,CHI,F,16,9,904,1,1,15,5,9,7,0,1,0,2018
Rodney Wallace,NYC,D,18,9,818,1,1,20,4,16,7,8,2,0,2018
Anthony Blondell,VAN,F,18,8,641,1,1,20,7,13,9,7,1,0,2018
Kyle Beckerman,RSL,M,31,29,2621,1,1,23,5,50,25,1,8,0,2018
Will Johnson,ORL,D,28,26,2194,1,1,33,13,28,34,2,7,0,2018
Clint Dempsey,SEA,M-F,14,9,902,1,1,39,12,8,19,3,1,1,2018
Ben Mines,RBNY,M,1,1,90,1,0,1,1,1,2,0,1,0,2018
Alex Crognale,CLB,D,5,0,97,1,0,1,1,0,0,0,0,0,2018
Mitchell Taintor,TOR,D,1,1,90,1,0,1,1,1,1,0,1,0,2018
Nick Besler,RSL,M,22,15,1431,1,0,2,1,13,15,0,1,0,2018
Chris Tierney,NE,D-M,6,3,308,1,0,2,2,3,1,0,1,0,2018
George Bello,ATL,D,3,2,177,1,0,2,1,0,2,3,0,0,2018
Kevin Garcia,HOU,D,15,11,1103,1,0,3,1,5,4,0,0,0,2018
Jordy Delem,SEA,M,16,10,856,1,0,3,1,14,15,0,5,0,2018
Chris Schuler,ORL,D,9,8,785,1,0,4,1,3,3,0,3,0,2018
Lamine Sane,ORL,D,16,15,1373,1,0,4,2,10,4,0,1,0,2018
Tyrone Mears,MIN,D,11,10,883,1,0,5,3,6,9,1,3,0,2018
Michael Ciani,LA,D,21,19,1647,1,0,5,1,28,10,1,5,0,2018
Leonardo,HOU,D,24,19,1770,1,0,5,1,32,6,3,4,0,2018
Tony Tchani,CHI,M,13,9,825,1,0,5,2,12,9,0,1,0,2018
Anthony Fontana,PHI,M,5,1,98,1,0,5,1,4,2,0,0,0,2018
Jose Aja,MIN,D,17,17,1512,1,0,5,1,21,3,5,4,1,2018
Cole Bassett,COL,M,6,3,307,1,0,5,1,3,3,0,0,0,2018
Wan Kuzain Wan Kamal,SKC,M,6,3,307,1,0,5,2,4,6,0,1,0,2018
Brian White,RBNY,F,5,2,217,1,0,5,1,2,0,1,0,0,2018
Amro Tarek,RBNY,D,20,19,1697,1,0,6,4,11,9,0,3,0,2018
Rod Fanni,MTL,D,26,26,2290,1,0,6,2,14,17,1,0,0,2018
Ebenezer Ofori,NYC,M,27,21,1895,1,0,7,2,36,8,0,3,1,2018
Ronaldo Peña,HOU,F,9,2,222,1,0,7,5,14,4,2,2,1,2018
Joao Moutinho,ORL,D,14,10,872,1,0,7,1,11,6,0,2,1,2018
Romario Williams,ATL,F,17,0,211,1,0,8,3,6,10,1,4,0,2018
Darwin Ceren,HOU,M,24,20,1858,1,0,8,2,42,20,0,9,1,2018
Lawrence Olum,POR,D,22,18,1632,1,0,8,2,16,4,0,2,1,2018
Brian Wright,NE,F,10,2,258,1,0,9,3,6,4,1,0,0,2018
Micheal Azira,CHI,M,15,11,998,1,0,9,3,21,7,0,4,0,2018
Lalas Abubakar,COL,D,23,20,1771,1,0,9,3,29,7,0,3,0,2018
Chris McCann,ATL,M-D,22,21,1800,1,0,10,4,22,19,3,6,0,2018
Bacary Sagna,MTL,D,9,9,810,1,0,10,4,5,6,1,3,0,2018
Maxime Chanot,NYC,D,18,18,1571,1,0,11,3,15,10,0,2,1,2018
Bill Tuiloma,POR,D-M,13,7,713,1,0,11,4,4,4,0,0,0,2018
Memo Rodriguez,HOU,M,19,6,645,1,0,12,2,8,13,0,1,0,2018
Franco Escobar,ATL,D,22,20,1789,1,0,14,3,32,15,2,7,0,2018
Maynor Figueroa,HOU,D,16,11,1008,1,0,14,6,9,3,0,2,0,2018
Jonathan Mensah,CLB,D,27,26,2347,1,0,19,6,20,10,1,7,0,2018
Valentin Castellanos,NYC,F,8,5,446,1,0,20,6,10,11,4,2,0,2018
Alexander Callens,NYC,D,31,31,2750,1,0,21,2,37,30,2,6,0,2018
Dairon Asprilla,POR,M-F,17,7,688,1,0,23,9,16,11,8,3,0,2018
Dillon Serna,COL,M,20,10,1181,1,0,24,7,10,19,5,3,0,2018
David Accam,NSH,F,23,13,1213,1,0,37,14,20,22,14,3,0,2018
Sean Davis,RBNY,M,32,30,2579,0,8,8,3,25,27,0,1,0,2018
Tyler Adams,NY,M,27,26,2328,0,7,13,1,45,47,0,3,0,2018
Brooks Lennon,ATL,D,33,32,2850,0,5,7,3,25,14,1,7,0,2018
Kelvin Leerdam,SEA,D,26,24,1967,0,5,11,2,19,6,0,4,1,2018
Michael Bradley,TOR,M,32,32,2857,0,5,13,3,26,9,0,6,0,2018
Gregory van der Wiel,TOR,D,27,25,2295,0,4,4,1,12,12,0,1,1,2018
Johan Kappelhof,CHI,D,29,29,2604,0,4,5,2,39,12,0,9,1,2018
Yangel Herrera,NYC,M,15,13,1111,0,4,21,7,37,39,0,4,0,2018
Matt Besler,SKC,D,31,31,2745,0,3,1,0,18,11,0,2,0,2018
Tony Rocha,NYC,M,12,9,819,0,3,7,2,12,20,1,1,0,2018
Marcel de Jong,VAN,D-M,19,17,1392,0,3,10,3,15,11,0,3,0,2018
Dax McCarty,NSH,M,26,26,2259,0,3,10,2,31,34,0,5,0,2018
Nicolas Hasler,CHI,D,24,19,1725,0,3,11,4,13,10,3,0,0,2018
Samuel Piette,MTL,M,34,34,3000,0,3,11,2,41,35,0,5,0,2018
Auro,TOR,D,18,16,1424,0,3,12,2,16,24,0,3,0,2018
Osvaldo Alonso,MIN,M,25,21,1833,0,3,13,2,35,33,1,6,0,2018
Jackson Yueill,SJ,M,21,15,1293,0,3,15,2,7,14,0,0,0,2018
Aaron Kovar,LFC,M,11,7,523,0,3,16,5,8,8,2,0,0,2018
Johan Blomberg,COL,M,24,21,1657,0,3,17,2,33,13,2,5,0,2018
Darlington Nagbe,CLB,M,23,23,1970,0,3,18,2,15,23,0,0,0,2018
Enzo Martinez,COL,M,22,15,1406,0,3,22,7,28,31,1,4,0,2018
Michael Parkhurst,ATL,D,33,32,2903,0,2,0,0,16,13,0,6,0,2018
Ethan Kutler,NY,D,4,1,101,0,2,1,0,1,0,0,0,0,2018
Saad Abdul-Salaam,CIN,D,4,3,273,0,2,1,0,5,3,0,1,0,2018
RJ Allen,ORL,D,18,10,966,0,2,3,0,19,2,0,2,0,2018
Jorgen Skjelvik,LA,D,32,29,2585,0,2,4,1,46,14,1,6,0,2018
Efrain Juarez,VAN,M,16,14,1159,0,2,4,1,24,8,0,4,2,2018
Joseph Mora,DC,D,30,28,2523,0,2,4,0,17,26,2,3,1,2018
Danilo Acosta,LA,D,12,10,896,0,2,4,2,17,13,0,0,0,2018
Marlon Hairston,MIN,M,15,13,1107,0,2,5,1,6,11,1,1,0,2018
Shea Salinas,SJ,M,25,20,1820,0,2,5,1,22,12,0,3,1,2018
Servando Carrasco,LA,M,19,10,1001,0,2,6,3,15,6,0,3,0,2018
Mikey Ambrose,MIA,D,9,8,731,0,2,6,0,4,5,1,1,0,2018
Junior Moreno,DC,M,20,17,1528,0,2,7,2,21,14,0,1,0,2018
Vincent Bezecourt,NY,M,9,5,395,0,2,7,2,6,10,0,1,0,2018
Raymon Gaddis,PHI,D,28,25,2298,0,2,11,5,12,26,0,1,0,2018
Gabriel Somi,NE,D,14,12,1043,0,2,11,2,7,5,1,3,0,2018
Perry Kitchen,LA,M,31,27,2339,0,2,13,2,48,17,0,7,0,2018
Seth Sinovic,NE,D,23,19,1650,0,2,13,2,18,13,1,4,1,2018
Cristian Martinez,CLB,M,14,11,841,0,2,14,5,13,13,9,1,0,2018
Anibal Godoy,NSH,M-D,27,27,2348,0,2,15,3,61,71,2,8,0,2018
Mohamed El-Munir,LAFC,D,26,23,2089,0,2,23,8,34,18,2,6,1,2018
Artur,CLB,M,32,32,2784,0,2,43,9,47,27,2,5,0,2018
Ian Harkes,DC,M,8,4,352,0,1,0,0,4,1,0,0,0,2018
Connor Maloney,CLB,D,1,0,28,0,1,0,0,1,0,0,1,0,2018
Drew Conner,CHI,M,11,5,462,0,1,0,0,8,1,0,2,1,2018
Ayo Akinola,TOR,F,4,0,45,0,1,0,0,2,2,1,0,0,2018
Luke Mulholland,RSL,M,2,1,91,0,1,0,0,0,3,0,0,0,2018
Carter Manley,MIN,D,8,4,502,0,1,0,0,3,2,0,0,0,2018
Chris Duvall,POR,D,15,14,1195,0,1,1,0,19,11,0,4,0,2018
Matt Polster,NE,D,3,1,126,0,1,1,0,2,1,0,0,0,2018
Kyle Duncan,RBNY,D,4,4,360,0,1,1,0,4,3,0,0,0,2018
Waylon Francis,CLB,D,11,5,582,0,1,1,0,9,4,0,1,0,2018
Donny Toia,RSL,D,4,3,238,0,1,1,0,6,2,0,0,0,2018
Fernando Bob,MIN,M,7,7,616,0,1,1,0,15,11,0,2,1,2018
Jorge Villafaña,POR,F,8,7,655,0,1,1,1,4,8,1,0,0,2018
Baggio Husidic,LA,M,7,1,206,0,1,1,0,3,1,0,1,0,2018
Nedum Onuoha,RSL,D,2,1,92,0,1,1,0,1,0,0,0,0,2018
Jerome Thiesson,MIN,D,14,13,1106,0,1,2,0,16,3,1,0,0,2018
Aaron Maund,VAN,D,10,10,900,0,1,2,0,6,3,0,0,0,2018
Ashtone Morgan,RSL,D,18,11,1009,0,1,2,1,17,8,1,3,0,2018
Bruno Miranda,DC,F,7,0,86,0,1,2,0,2,3,0,1,0,2018
Jonathan Campbell,CHI,D,15,11,1005,0,1,2,1,2,2,1,1,0,2018
Jared Watts,COL,D-M,7,7,535,0,1,2,0,2,2,0,1,0,2018
Eric Miller,NSH,D,18,13,1145,0,1,2,0,8,6,2,3,0,2018
Bernie Ibini,VAN,M-F,8,6,422,0,1,3,2,5,4,1,0,0,2018
Warren Creavalle,PHI,M,17,6,681,0,1,3,1,10,11,1,2,0,2018
Brad Smith,SEA,D,6,6,446,0,1,3,0,7,4,1,1,0,2018
Daniel Steres ,LA,D,20,14,1322,0,1,3,0,13,7,2,2,0,2018
Hector Jimenez,CLB,M,11,7,655,0,1,4,3,6,3,0,1,0,2018
Jonathan Spector,ORL,D,13,13,1060,0,1,4,1,9,9,0,2,0,2018
Collin Martin,MIN,M,12,5,518,0,1,4,3,12,6,0,2,0,2018
Jake Nerwinski,VAN,D,26,24,2212,0,1,4,1,24,24,2,2,0,2018
Andrew Carleton,ATL,M,7,2,161,0,1,5,3,4,1,0,0,0,2018
Jaylin Lindsey,SKC,D,7,6,555,0,1,5,1,5,2,0,0,0,2018
Luis Felipe,SJ,M,13,11,974,0,1,6,1,16,8,0,4,0,2018
Adam Lundkvist,HOU,D,16,12,1200,0,1,6,1,18,15,0,4,0,2018
Anton Nedyalkov,DAL,D,9,9,770,0,1,6,1,5,7,0,1,0,2018
Connor Lade,NY,D,21,15,1315,0,1,6,0,25,19,0,3,0,2018
Jordan Harvey,LAFC,D,29,23,2140,0,1,7,0,26,16,2,2,1,2018
Danny Wilson,COL,D,23,22,1935,0,1,7,1,22,11,0,7,0,2018
Chris Durkin,DC,M,23,16,1503,0,1,7,1,20,15,0,4,0,2018
Eric Remedi,ATL,M,13,12,1093,0,1,8,1,17,23,1,3,0,2018
Sunday Stephen,RSL,M,23,16,1414,0,1,8,1,35,17,0,6,0,2018
Arturo Alvarez,HOU,M,18,2,341,0,1,8,3,5,5,2,1,0,2018
Frederic Brillant,DC,D,27,24,2181,0,1,9,1,24,9,3,1,0,2018
Alex Roldan,SEA,M,19,7,732,0,1,10,2,18,8,2,2,0,2018
Mason Toye,MIN,F,17,2,340,0,1,11,5,10,4,4,3,1,2018
Nick DeLeon,TOR,M,15,12,1062,0,1,11,4,11,11,1,2,0,2018
Jalil Anibaba,NSH,D,31,29,2706,0,1,11,3,30,10,1,3,0,2018
Zarek Valentin,HOU,D,32,30,2721,0,1,12,0,20,13,1,4,0,2018
Luis Solignac,CHI,F,11,8,702,0,1,12,2,6,8,10,0,0,2018
Nouhou Tolo,SEA,D,28,23,2037,0,1,15,3,22,28,4,8,0,2018
Ben Sweat,MIA,D,28,24,2197,0,1,16,4,17,6,5,3,0,2018
Julio Cascante,POR,D,21,18,1729,0,1,16,6,21,9,2,1,0,2018
Oriol Rosell,ORL,M-D,22,18,1701,0,1,17,6,29,7,0,6,0,2018
Ager Aketxe,TOR,M,11,9,732,0,1,26,7,4,20,2,1,0,2018
Charlie Ward,HOU,M,0,0,0,0,0,0,0,0,0,0,0,0,2018
Joao Pedro,LA,M,3,1,85,0,0,0,0,4,1,0,1,0,2018
Dylan Remick,HOU,D,0,0,0,0,0,0,0,0,0,0,0,0,2018
Dane Kelly,DC,F,1,0,3,0,0,0,0,0,0,0,0,0,2018
Fatai Alashe,CIN,M,12,2,353,0,0,0,0,10,6,0,1,0,2018
Michael Salazar,HOU,F,0,0,0,0,0,0,0,0,0,0,0,0,2018
Caleb Calvert,COL,F,1,0,35,0,0,0,0,0,0,1,0,0,2018
Cedric Hountondji,NYC,D,1,0,1,0,0,0,0,0,0,0,0,0,2018
Mike da Fonte,COL,D,0,0,0,0,0,0,0,0,0,0,0,0,2018
Jalen Robinson,DC,D,5,5,348,0,0,0,0,2,2,1,0,0,2018
Kyle Fisher,MTL,D,0,0,0,0,0,0,0,0,0,0,0,0,2018
Christian Dean,CHI,D,2,2,178,0,0,0,0,2,1,0,0,0,2018
Stefano Bonomo,NY,F,1,0,1,0,0,0,0,0,0,0,0,0,2018
Joel Qwiberg,SJ,D,5,5,379,0,0,0,0,7,3,0,0,0,2018
Emrah Klimenta,LA,D,2,2,156,0,0,0,0,1,1,0,0,0,2018
Tommy Redding,NY,D,1,1,90,0,0,0,0,1,0,0,0,0,2018
Rafael Ramos,CHI,D,3,1,105,0,0,0,0,3,2,0,1,0,2018
Louis Beland-Goyette,MTL,M,4,0,109,0,0,0,0,1,0,0,1,0,2018
Foster Langsdorf,POR,F,0,0,0,0,0,0,0,0,0,0,0,0,2018
Seyi Adekoya,SEA,F,0,0,0,0,0,0,0,0,0,0,0,0,2018
Mo Adams,ATL,M,15,10,908,0,0,0,0,21,4,0,3,1,2018
Jordan Morris,SEA,F,0,0,0,0,0,0,0,0,0,0,0,0,2018
Taylor Peay,RSL,D,1,0,1,0,0,0,0,0,0,0,0,0,2018
Jose Hernandez,ATL,D,1,0,17,0,0,0,0,0,0,0,0,0,2018
Anibal Chala,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0,2018
Cristhian Machado,NE,M,3,2,119,0,0,0,0,2,1,0,1,0,2018
Pierre Da Silva,ORL,M,2,0,49,0,0,0,0,0,2,0,0,0,2018
Josh Perez,LFC,F,2,0,22,0,0,0,0,0,1,0,0,0,2018
Hugo Arellano,LA,D,0,0,0,0,0,0,0,0,0,0,0,0,2018
George Malki,HOU,D,0,0,0,0,0,0,0,0,0,0,0,0,2018
Richie Marquez,PHI,D,0,0,0,0,0,0,0,0,0,0,0,0,2018
Myer Bevan,VAN,F,0,0,0,0,0,0,0,0,0,0,0,0,2018
Jordan Cano,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0,2018
Kris Reaves,DAL,D,2,2,168,0,0,0,0,1,0,1,0,0,2018
Jon Gallagher,ATL,F,0,0,0,0,0,0,0,0,0,0,0,0,2018
Marco Farfan,POR,D,11,6,515,0,0,0,0,9,5,0,0,0,2018
Colton Storm,SKC,D,0,0,0,0,0,0,0,0,0,0,0,0,2018
Adonijah Reid,DAL,F,0,0,0,0,0,0,0,0,0,0,0,0,2018
Ricardo Perez,COL,M,0,0,0,0,0,0,0,0,0,0,0,0,2018
Hassan Ndam,CIN,D,1,1,90,0,0,0,0,1,1,0,0,0,2018
Adam Najem,PHI,M,0,0,0,0,0,0,0,0,0,0,0,0,2018
Andrew Wheeler-Omiunu,ATL,M,1,0,16,0,0,0,0,0,0,0,0,0,2018
David Choiniere,MTL,M,1,0,12,0,0,0,0,0,0,0,0,0,2018
Nicolas Samayoa,NE,D,0,0,0,0,0,0,0,0,0,0,0,0,2018
Gordon Wild,LA,F,0,0,0,0,0,0,0,0,0,0,0,0,2018
Alan Mariano Miño,TOR,M,1,0,25,0,0,0,0,0,2,0,0,0,2018
James Murphy,LFC,M,0,0,0,0,0,0,0,0,0,0,0,0,2018
Amer Didic,SKC,D,0,0,0,0,0,0,0,0,0,0,0,0,2018
Jose Leiton,MIN,M,0,0,0,0,0,0,0,0,0,0,0,0,2018
Sam Hamilton,COL,M,0,0,0,0,0,0,0,0,0,0,0,0,2018
Eryk Williamson,POR,M,0,0,0,0,0,0,0,0,0,0,0,0,2018
Francis Atuahene,DAL,F,0,0,0,0,0,0,0,0,0,0,0,0,2018
Daniel Bedoya,NYC,M,0,0,0,0,0,0,0,0,0,0,0,0,2018
Roberto Dominguez,VAN,D,0,0,0,0,0,0,0,0,0,0,0,0,2018
Femi Hollinger-Janzen,NE,F,0,0,0,0,0,0,0,0,0,0,0,0,2018
Chris Goslin,ATL,M,0,0,0,0,0,0,0,0,0,0,0,0,2018
